window,lambda,step,nb14,eel14,vdwaals,eelec,case1,case2
1,0.00922,24000,2350.9445,14422.4272,61737.3799,-516217.3343,-437706.58269999997,-454479.9544
1,0.00922,25000,2379.5775,14473.6904,62043.3673,-516193.1692,-437296.534,-454149.8019
1,0.00922,26000,2372.6513,14402.9524,61785.3284,-515957.0439,-437396.11179999996,-454171.7155
1,0.00922,27000,2369.488,14449.3259,61815.1166,-516153.6173,-437519.68679999997,-454338.5007
1,0.00922,28000,2360.8097,14408.2765,62554.1279,-517344.3422,-438021.12810000003,-454790.2143
1,0.00922,29000,2407.8421,14378.4161,61854.1917,-516213.504,-437573.0541,-454359.3123
1,0.00922,30000,2385.9691,14348.1013,62396.244,-517363.1481,-438232.83369999996,-454966.9041
1,0.00922,31000,2374.5408,14460.0806,61752.2363,-516186.9309,-437600.0732,-454434.6946
1,0.00922,32000,2402.3435,14315.0806,62165.8923,-516908.0855,-438024.7691,-454742.1932
1,0.00922,33000,2368.8364,14393.2188,62292.1452,-516742.6401,-437688.4397,-454450.49490000005
1,0.00922,34000,2345.0722,14409.2026,62126.9075,-516549.6376,-437668.45530000003,-454422.73010000004
1,0.00922,35000,2385.1299,14333.5113,61962.5994,-517011.1494,-438329.9088,-455048.55
1,0.00922,36000,2392.6699,14303.7011,62256.5152,-517239.7103,-438286.82409999997,-454983.19509999995
1,0.00922,37000,2369.369,14333.1176,62411.2392,-517072.0101,-437958.2843,-454660.7709
1,0.00922,38000,2378.847,14411.298,61904.1519,-516625.3227,-437931.0258,-454721.1708
1,0.00922,39000,2386.3825,14423.3595,61331.7607,-516146.452,-438004.9493,-454814.6913
1,0.00922,40000,2367.1827,14425.9931,61711.8998,-516198.4031,-437693.3275,-454486.5033
1,0.00922,41000,2388.0232,14310.3316,62035.5059,-517039.108,-438305.24730000005,-455003.6021
1,0.00922,42000,2364.9928,14342.9166,62149.1584,-516667.082,-437810.0142,-454517.9236
1,0.00922,43000,2368.8875,14259.8494,61466.1593,-515471.5401,-437376.64389999997,-454005.3808
1,0.00922,44000,2422.4319,14392.3425,62067.6832,-516398.3207,-437515.86309999996,-454330.63749999995
1,0.00922,45000,2407.3847,14347.4836,61542.1803,-515731.916,-437434.86740000005,-454189.7357
1,0.00922,46000,2387.7031,14361.2291,61576.9987,-515796.912,-437470.98110000003,-454219.9133
1,0.00922,47000,2359.3272,14263.4468,61974.5259,-516504.7451,-437907.4452,-454530.2192
1,0.00922,48000,2363.4023,14342.686,62452.8544,-516661.6804,-437502.7377,-454208.826
1,0.00922,49000,2367.3778,14403.9725,61959.2805,-516596.6128,-437865.982,-454637.3323
1,0.00922,50000,2378.3063,14391.0872,62154.1157,-517444.0309,-438520.52170000004,-455289.9152
1,0.00922,51000,2376.9122,14318.2132,62276.3149,-517133.3413,-438161.90099999995,-454857.0264
1,0.00922,52000,2378.5487,14262.9302,61825.3042,-516353.6464,-437886.8633,-454528.3422
1,0.00922,53000,2396.8123,14316.3843,62110.1312,-517121.4771,-438298.14930000005,-455011.3459
1,0.00922,54000,2406.2474,14343.5201,62288.1014,-516622.7517,-437584.8828,-454334.65030000004
1,0.00922,55000,2367.0946,14372.7643,61717.6634,-515697.3065,-437239.7842,-453979.6431
1,0.00922,56000,2373.752,14267.4433,61892.2231,-516076.2098,-437542.7914,-454183.9867
1,0.00922,57000,2355.6675,14403.3393,61877.1874,-516777.1038,-438140.9096,-454899.9164
1,0.00922,58000,2374.2733,14383.5847,61830.0001,-516868.6268,-438280.7687,-455038.6267
1,0.00922,59000,2410.9995,14499.4929,61995.4511,-516706.6631,-437800.7196,-454711.212
1,0.00922,60000,2391.3625,14433.8185,61945.0124,-516436.3179,-437666.12450000003,-454491.3055
1,0.00922,61000,2386.1568,14410.5607,61996.2165,-516500.7512,-437707.8172,-454504.5347
1,0.00922,62000,2377.3799,14361.195,61936.5767,-516619.0209,-437943.8693,-454682.4442
1,0.00922,63000,2341.0053,14428.2995,61993.9309,-516280.3464,-437517.11069999996,-454286.4155
1,0.00922,64000,2362.305,14439.91,62313.1209,-517190.1558,-438074.8199,-454877.0349
1,0.00922,65000,2389.9421,14413.9913,62350.6696,-517195.1612,-438040.55819999997,-454844.49159999995
1,0.00922,66000,2377.3834,14391.8196,62202.2353,-516863.0,-437891.56169999996,-454660.7647
1,0.00922,67000,2404.6213,14361.6501,62172.5106,-516788.6343,-437849.85229999997,-454616.1237
1,0.00922,68000,2394.6727,14368.2529,61690.1328,-515968.1109,-437515.05250000005,-454277.9781
1,0.00922,69000,2386.0338,14365.6495,61960.449,-516344.0087,-437631.8764,-454383.5597
1,0.00922,70000,2395.9466,14353.9622,61959.9242,-516150.0565,-437440.2235,-454190.1323
1,0.00922,71000,2374.6681,14390.5779,62343.3201,-517035.4723,-437926.9062,-454692.1522
1,0.00922,72000,2357.7001,14427.8121,61784.4458,-516185.7847,-437615.82670000003,-454401.33890000003
1,0.00922,73000,2345.2328,14289.3583,61936.0667,-516086.3137,-437515.6559,-454150.247
1,0.00922,74000,2345.6394,14341.9252,62036.0081,-516391.0907,-437667.51800000004,-454355.0826
1,0.00922,75000,2391.3172,14424.4818,62399.7222,-516840.4218,-437624.90060000005,-454440.6996
1,0.00922,76000,2396.4234,14369.8238,61756.6655,-516687.469,-438164.5563,-454930.8035
1,0.00922,77000,2383.1187,14302.0338,62104.8832,-517264.8254,-438474.78969999996,-455159.9422
1,0.00922,78000,2379.4972,14333.9008,61893.3891,-516533.8409,-437927.0538,-454640.45180000004
1,0.00922,79000,2366.6666,14362.7523,61882.2564,-516540.513,-437928.8377,-454658.25659999996
1,0.00922,80000,2370.1691,14323.5098,61657.1803,-515604.5498,-437253.6906,-453947.3695
1,0.00922,81000,2384.12,14291.5481,61662.2083,-516204.8545,-437866.9781,-454542.6462
1,0.00922,82000,2351.3291,14292.4194,61667.6491,-515900.2216,-437588.824,-454232.5725
1,0.00922,83000,2385.4991,14302.1198,62506.4732,-517279.9744,-438085.8823,-454773.5012
1,0.00922,84000,2366.5505,14401.3682,62705.1637,-517964.9267,-438491.8443,-455259.76300000004
1,0.00922,85000,2371.2673,14347.3071,61900.7701,-516248.1656,-437628.8211,-454347.3955
1,0.00922,86000,2368.6496,14385.0408,62063.9104,-516712.0341,-437894.4333,-454648.1237
1,0.00922,87000,2402.1079,14482.4483,62043.9476,-516217.401,-437288.8972,-454173.4534
1,0.00922,88000,2390.2406,14349.2916,61809.0036,-516038.1446,-437489.6088,-454229.141
1,0.00922,89000,2373.2846,14387.9459,62246.8165,-517198.8065,-438190.7595,-454951.99
1,0.00922,90000,2393.3348,14458.0021,61972.631,-516344.009,-437520.04110000003,-454371.378
1,0.00922,91000,2414.6584,14387.3538,61381.682,-515896.7674,-437713.0732,-454515.0854
1,0.00922,92000,2401.5388,14347.1137,61891.0025,-515708.1564,-437068.50139999995,-453817.1539
1,0.00922,93000,2379.6355,14371.7979,62090.6252,-516083.6948,-437241.6362,-453993.0696
1,0.00922,94000,2375.1041,14348.3102,62299.0523,-516517.223,-437494.7564,-454218.1707
1,0.00922,95000,2381.8222,14346.449,62081.3069,-516872.915,-438063.3369,-454791.60809999995
1,0.00922,96000,2396.5788,14380.3555,61919.1093,-516842.2922,-438146.24860000005,-454923.1829
1,0.00922,97000,2375.9474,14382.6108,61524.3383,-516142.8337,-437859.93720000004,-454618.4954
1,0.00922,98000,2395.8112,14438.959,62131.5013,-517131.5029,-438165.23140000005,-455000.0016
1,0.00922,99000,2393.2587,14444.826,61581.7357,-515790.1089,-437370.2885,-454208.3732
1,0.00922,100000,2362.7331,14322.2951,61565.96,-516414.0902,-438163.10199999996,-454848.13019999996
1,0.00922,101000,2390.3563,14335.9375,62094.8435,-516739.1352,-437917.9979,-454644.2917
1,0.00922,102000,2388.8705,14429.7693,61843.622,-515853.6788,-437191.417,-454010.0568
1,0.00922,103000,2370.9215,14446.9982,62023.7137,-516903.5922,-438061.9588,-454879.8785
1,0.00922,104000,2421.035,14431.4214,61705.9657,-516633.1699,-438074.7478,-454927.2042
1,0.00922,105000,2381.5266,14432.4483,61877.1664,-515933.3203,-437242.179,-454056.15390000003
1,0.00922,106000,2363.2816,14443.1365,61663.3483,-515681.3925,-437211.6261,-454018.0442
1,0.00922,107000,2370.8792,14304.1097,61966.3649,-516259.5686,-437618.2148,-454293.2037
1,0.00922,108000,2413.7838,14382.7529,61750.2856,-516564.6037,-438017.7814,-454814.3181
1,0.00922,109000,2363.7436,14411.5276,61905.2411,-517000.2395,-438319.7272,-455094.99840000004
1,0.00922,110000,2373.2348,14349.7153,61219.4306,-515746.34,-437803.9593,-454526.9094
1,0.00922,111000,2368.193,14437.173,62255.135,-516722.0014,-437661.5004,-454466.8664
1,0.00922,112000,2369.8123,14382.3588,62053.4659,-516570.8811,-437765.2441,-454517.4152
1,0.00922,113000,2395.212,14373.3295,62197.9015,-517182.7245,-438216.28150000004,-454984.82300000003
1,0.00922,114000,2367.6437,14420.2397,62200.1741,-516589.0993,-437601.0418,-454388.9252
1,0.00922,115000,2394.4599,14381.2919,61611.7215,-515748.733,-437361.2597,-454137.0115
1,0.00922,116000,2395.7322,14453.8874,62011.0998,-517065.3091,-438204.5897,-455054.2093
1,0.00922,117000,2393.3003,14290.4049,61802.3845,-516065.1218,-437579.0321,-454262.73730000004
1,0.00922,118000,2399.5684,14384.692,61990.7289,-516526.9816,-437751.9923,-454536.2527
1,0.00922,119000,2399.3824,14449.2386,61826.6062,-516284.4475,-437609.22030000004,-454457.84130000003
1,0.00922,120000,2390.4786,14463.8693,61936.4022,-516380.3395,-437589.5894,-454443.9373
1,0.00922,121000,2372.4357,14387.3047,62169.0649,-517168.5089,-438239.7036,-454999.444
1,0.00922,122000,2402.2139,14415.8599,62327.1937,-516728.1333,-437582.86579999997,-454400.9396
1,0.00922,123000,2352.1578,14349.1156,62133.8358,-516889.7236,-438054.6144,-454755.8878
1,0.00922,124000,2362.9972,14348.8282,62345.0033,-517525.3358,-438468.5071,-455180.3325
1,0.00922,125000,2374.7813,14446.3023,62032.5633,-516918.5479,-438064.901,-454885.9846
1,0.00922,126000,2409.1232,14434.6017,62008.2814,-516698.2966,-437846.2903,-454690.0152
1,0.00922,127000,2382.515,14372.5326,62002.4921,-516540.0734,-437782.53369999997,-454537.58129999996
1,0.00922,128000,2390.5748,14359.1528,61561.5772,-516181.7257,-437870.4209,-454620.1485
1,0.00922,129000,2369.7985,14280.7576,62024.733,-516259.6164,-437584.3273,-454234.8834
1,0.00922,130000,2395.7705,14410.1035,61915.9677,-516389.8169,-437667.9752,-454473.8492
1,0.00922,131000,2382.29,14378.4576,62126.0554,-517318.0065,-438431.2035,-455191.9511
1,0.00922,132000,2361.1604,14318.9027,61978.7013,-516604.133,-437945.3686,-454625.43169999996
1,0.00922,133000,2379.4489,14282.1258,61881.9685,-516275.9076,-437732.36439999996,-454393.93909999996
1,0.00922,134000,2385.2993,14394.1164,62062.2792,-516648.5945,-437806.8996,-454586.3153
1,0.00922,135000,2377.7651,14350.8239,61428.237,-515979.2953,-437822.4693,-454551.0583
1,0.00922,136000,2405.6311,14394.1152,62347.724,-517240.2244,-438092.7541,-454892.5004
1,0.00922,137000,2384.0486,14322.8507,61846.7545,-516488.8604,-437935.20660000003,-454642.1059
1,0.00922,138000,2378.0331,14334.877,61602.9907,-516163.0739,-437847.1731,-454560.0832
1,0.00922,139000,2354.7195,14332.0646,61783.2285,-515891.1278,-437421.1152,-454107.89930000005
1,0.00922,140000,2382.6983,14372.7858,62304.1083,-517034.2113,-437974.6189,-454730.103
1,0.00922,141000,2384.3686,14327.6172,62115.1045,-516848.2814,-438021.19109999994,-454733.17689999996
1,0.00922,142000,2400.6622,14393.3401,62099.8265,-516848.4805,-437954.6517,-454748.654
1,0.00922,143000,2366.9179,14265.1206,61987.0173,-516676.9045,-438057.8487,-454689.8872
1,0.00922,144000,2379.5076,14393.6418,61097.7705,-515812.8734,-437941.9535,-454715.1029
1,0.00922,145000,2371.4769,14321.2358,62121.8152,-517089.3694,-438274.84150000004,-454967.5542
1,0.00922,146000,2361.134,14369.6587,62277.2077,-517290.2936,-438282.29319999996,-455013.08589999995
1,0.00922,147000,2353.8063,14335.6781,61589.686,-516373.7554,-438094.585,-454784.06940000004
1,0.00922,148000,2346.5535,14286.0518,61859.5126,-516407.7651,-437915.6472,-454548.2525
1,0.00922,149000,2351.7372,14294.0443,62305.1551,-516426.8525,-437475.91589999996,-454121.69739999995
1,0.00922,150000,2381.4546,14352.0523,62029.6583,-516115.5831,-437352.4179,-454085.9248
1,0.00922,151000,2369.5858,14424.4606,62010.1867,-516113.7712,-437309.5381,-454103.5845
1,0.00922,152000,2362.6589,14415.0563,61644.7898,-515880.7862,-437458.28119999997,-454235.99639999995
1,0.00922,153000,2418.1598,14305.7988,61895.0428,-516846.2775,-438227.2761,-454951.23470000003
1,0.00922,154000,2423.785,14336.9399,62162.4628,-516885.6837,-437962.496,-454723.2209
1,0.00922,155000,2375.5639,14294.5268,62459.0877,-517504.9899,-438375.81149999995,-455045.9022
1,0.00922,156000,2386.7181,14254.5011,61507.3011,-515653.2909,-437504.77060000005,-454145.98980000004
1,0.00922,157000,2386.0719,14441.012,62379.8475,-517232.8191,-438025.8877,-454852.97160000005
1,0.00922,158000,2383.5765,14272.7498,62157.3206,-516621.612,-437807.96510000003,-454464.29140000005
1,0.00922,159000,2383.514,14386.581,61718.2408,-515634.9238,-437146.588,-453916.68299999996
1,0.00922,160000,2348.1807,14340.8561,61675.5243,-516341.5002,-437976.9391,-454665.9759
1,0.00922,161000,2400.9366,14392.0268,61687.6849,-516216.7124,-437736.0641,-454529.0275
1,0.00922,162000,2342.4717,14314.3957,62506.4287,-516454.7712,-437291.47510000004,-453948.3425
1,0.00922,163000,2396.6342,14357.1994,61933.7571,-516118.6574,-437431.0667,-454184.90030000004
1,0.00922,164000,2440.0276,14444.9671,61884.9975,-516404.7792,-437634.787,-454519.7817
1,0.00922,165000,2406.6467,14345.6638,62245.671,-516823.4692,-437825.4877,-454577.79819999996
1,0.00922,166000,2397.2835,14342.4054,61904.8102,-516365.6145,-437721.1154,-454460.8043
1,0.00922,167000,2372.7907,14371.3879,62519.6475,-516920.4647,-437656.6386,-454400.8172
1,0.00922,168000,2395.0491,14401.9992,61337.1422,-515677.7867,-437543.5962,-454340.6445
1,0.00922,169000,2381.4163,14303.5396,62286.4977,-516792.2616,-437820.808,-454505.7639
1,0.00922,170000,2390.9572,14325.022,61953.6717,-515748.3369,-437078.686,-453794.6652
1,0.00922,171000,2381.8132,14394.2262,61856.733,-516685.2753,-438052.50289999996,-454828.5423
1,0.00922,172000,2371.7136,14236.27,61364.9692,-515947.3043,-437974.3515,-454582.3351
1,0.00922,173000,2380.6598,14458.1146,62159.9653,-517747.215,-438748.47530000005,-455587.24970000004
1,0.00922,174000,2363.6625,14324.4142,62520.1091,-517142.9863,-437934.8005,-454622.8772
1,0.00922,175000,2412.8515,14316.3681,62069.1685,-516237.515,-437439.12690000003,-454168.3465
1,0.00922,176000,2366.0727,14214.2114,62054.6939,-516388.0499,-437753.0719,-454333.35599999997
1,0.00922,177000,2394.2681,14386.2019,62099.8959,-516964.1092,-438083.7433,-454864.2133
1,0.00922,178000,2359.1213,14407.8415,62344.3358,-517230.9712,-438119.67260000005,-454886.6354
1,0.00922,179000,2358.4568,14398.4081,62086.064,-517138.6546,-438295.7257,-455052.5906
1,0.00922,180000,2410.0016,14368.1006,62060.6813,-516387.9252,-437549.14170000004,-454327.2439
1,0.00922,181000,2394.3136,14376.9653,61656.0611,-516031.7143,-437604.3743,-454375.6532
1,0.00922,182000,2406.6801,14331.9434,61558.9756,-516022.9599,-437725.3608,-454463.9843
1,0.00922,183000,2392.6665,14372.4778,61945.5817,-516107.4329,-437396.7069,-454161.85120000003
1,0.00922,184000,2374.6803,14484.1034,62167.1217,-517018.2704,-437992.365,-454851.14869999996
1,0.00922,185000,2381.961,14423.7653,62206.38,-516917.9134,-437905.80710000003,-454711.5334
1,0.00922,186000,2365.8411,14287.8047,62012.8771,-516463.3793,-437796.8564,-454450.5022
1,0.00922,187000,2397.2242,14436.4105,61663.8854,-516068.5943,-437571.07420000003,-454404.70889999997
1,0.00922,188000,2402.2197,14403.8951,61631.3308,-515866.5622,-437429.11659999995,-454235.2314
1,0.00922,189000,2383.1101,14412.1348,62037.2441,-516401.3911,-437568.9021,-454364.147
1,0.00922,190000,2369.2459,14365.5225,61181.4366,-515396.7741,-437480.56909999996,-454215.33749999997
1,0.00922,191000,2377.3451,14411.1277,61556.9284,-515965.2202,-437619.819,-454408.2918
1,0.00922,192000,2400.5375,14354.2796,62121.3143,-516134.8841,-437258.7527,-454013.56980000006
1,0.00922,193000,2381.6627,14355.9654,62038.4461,-515623.1563,-436847.0821,-453584.7102
1,0.00922,194000,2379.0951,14336.3445,61369.9806,-515961.7492,-437876.329,-454591.7686
1,0.00922,195000,2380.7794,14372.091,61761.3974,-515983.2468,-437468.97900000005,-454221.8494
1,0.00922,196000,2347.1072,14364.4328,61642.9698,-515606.4533,-437251.9435,-453963.4835
1,0.00922,197000,2399.8053,14434.8309,62558.3741,-517264.8503,-437871.83999999997,-454706.4762
1,0.00922,198000,2353.6112,14469.883,61586.4238,-515945.949,-437536.031,-454359.52520000003
1,0.00922,199000,2384.8132,14361.9843,62093.0951,-516502.9581,-437663.0655,-454409.863
1,0.00922,200000,2372.4051,14367.0734,62402.9615,-516745.3512,-437602.9112,-454342.3897
1,0.00922,201000,2371.9725,14302.254,61553.6832,-515290.4078,-437062.49809999997,-453736.72459999996
1,0.00922,202000,2350.7798,14342.6587,62104.278,-516578.4772,-437780.76070000004,-454474.19920000003
1,0.00922,203000,2386.4549,14289.6626,61737.5025,-515565.0882,-437151.4682,-453827.5857
1,0.00922,204000,2383.549,14299.1476,61479.7666,-515489.2222,-437326.759,-454009.4556
1,0.00922,205000,2362.4018,14338.8219,62167.8799,-516208.3995,-437339.2959,-454040.5196
1,0.00922,206000,2381.6466,14474.8122,61793.7561,-515749.5835,-437099.36860000005,-453955.8274
1,0.00922,207000,2390.6192,14410.7497,62034.6566,-516751.0914,-437915.0659,-454716.4348
1,0.00922,208000,2378.7233,14404.6722,61807.7541,-516707.0066,-438115.857,-454899.2525
1,0.00922,209000,2371.2185,14387.5092,62102.4208,-516592.0277,-437730.87919999997,-454489.60689999996
1,0.00922,210000,2341.8475,14319.2113,61755.9981,-516503.331,-438086.27410000004,-454747.33290000004
1,0.00922,211000,2361.1208,14352.5024,62113.5183,-516662.2686,-437835.12710000004,-454548.7503
1,0.00922,212000,2401.7302,14251.7945,62078.2796,-516678.5442,-437946.7399,-454600.2646
1,0.00922,213000,2373.7266,14399.646,62572.4909,-517647.6977,-438301.83420000004,-455075.20680000004
1,0.00922,214000,2382.844,14237.888,61742.8161,-516350.2621,-437986.714,-454607.446
1,0.00922,215000,2391.9495,14267.708,61729.1618,-515599.615,-437210.7957,-453870.4532
1,0.00922,216000,2394.6741,14290.6653,61866.0718,-516574.5957,-438023.1845,-454708.52390000003
1,0.00922,217000,2382.3488,14401.5046,61818.4249,-516757.1321,-438154.8538,-454938.7072
1,0.00922,218000,2351.173,14339.3641,62164.1609,-516890.4995,-438035.80149999994,-454726.33859999996
1,0.00922,219000,2391.6197,14409.9682,62273.0472,-516939.1457,-437864.5106,-454666.09849999996
1,0.00922,220000,2397.4924,14437.0367,61409.2389,-516094.6018,-437850.8338,-454685.3629
1,0.00922,221000,2381.6627,14381.1393,61859.7614,-516479.6446,-437857.0812,-454619.8832
1,0.00922,222000,2432.0486,14327.99,62053.1074,-516816.1263,-438002.9803,-454763.0189
1,0.00922,223000,2389.9356,14362.0249,62346.4356,-516515.2037,-437416.8076,-454168.7681
1,0.00922,224000,2360.6654,14358.8717,62525.858,-516833.4957,-437588.1006,-454307.6377
1,0.00922,225000,2410.5773,14391.5932,62123.1979,-517017.615,-438092.24659999995,-454894.41709999996
1,0.00922,226000,2374.8254,14383.1646,61648.2794,-515554.1279,-437147.85850000003,-453905.8485
1,0.00922,227000,2349.1171,14336.5253,62396.9713,-516787.7658,-437705.1521,-454390.7945
1,0.00922,228000,2423.3404,14379.1807,62395.7599,-517613.6111,-438415.33009999996,-455217.8512
1,0.00922,229000,2388.5304,14344.7972,61891.9672,-516621.7467,-437996.4519,-454729.7795
1,0.00922,230000,2369.7237,14308.9196,62413.9738,-516285.3441,-437192.72699999996,-453871.3703
1,0.00922,231000,2370.3863,14402.7162,61937.3072,-516144.3091,-437433.8994,-454207.00190000003
1,0.00922,232000,2356.4831,14425.0753,61465.9261,-515478.9594,-437231.47490000003,-454013.0333
1,0.00922,233000,2385.9731,14466.9466,62139.0639,-515954.6526,-436962.669,-453815.58869999996
1,0.00922,234000,2380.6743,14401.3312,62357.7544,-516877.441,-437737.6811,-454519.6866
1,0.00922,235000,2345.7192,14381.5003,61966.311,-516867.3579,-438173.8274,-454901.0469
1,0.00922,236000,2363.1856,14382.8862,61741.8038,-516676.7131,-438188.8375,-454934.9093
1,0.00922,237000,2408.8937,14323.2358,62403.8874,-517808.2811,-438672.26420000003,-455404.3937
1,0.00922,238000,2398.6394,14383.5655,62503.7336,-517070.559,-437784.6205,-454566.82540000003
1,0.00922,239000,2401.3894,14298.203,62085.8944,-517167.6124,-438382.12559999997,-455081.718
1,0.00922,240000,2383.7456,14352.4192,62153.7262,-516863.1907,-437973.2997,-454709.4645
1,0.00922,241000,2371.0574,14365.7286,61581.4152,-516789.3148,-438471.1136,-455207.8996
1,0.00922,242000,2404.8768,14405.2175,61998.1005,-516258.3284,-437450.1336,-454260.2279
1,0.00922,243000,2400.5933,14319.2419,61693.968,-515885.2584,-437471.45519999997,-454191.2904
1,0.00922,244000,2384.8971,14328.9991,61898.0859,-516348.7772,-437736.7951,-454450.6913
1,0.00922,245000,2382.2296,14415.6013,62031.5267,-516460.294,-437630.9364,-454428.7673
1,0.00922,246000,2399.0473,14314.7138,61497.0971,-515834.9285,-437624.07029999996,-454337.83139999997
1,0.00922,247000,2417.9891,14385.1547,61800.7318,-516376.884,-437773.00840000005,-454576.1522
1,0.00922,248000,2339.2747,14388.885,62453.2431,-517662.5407,-438481.13790000003,-455209.2976
1,0.00922,249000,2411.9058,14382.5446,61476.0107,-516770.5567,-438500.0956,-455294.54600000003
1,0.00922,250000,2369.09,14408.5912,61756.8194,-517239.8134,-438705.31279999996,-455482.994
1,0.00922,251000,2377.9824,14371.5041,62416.3763,-516638.251,-437472.3882,-454221.8747
1,0.00922,252000,2384.1723,14425.9846,61458.5905,-516273.521,-438004.7736,-454814.9305
1,0.00922,253000,2390.3404,14505.4007,62373.3195,-517631.9695,-438362.90890000004,-455258.65
1,0.00922,254000,2369.2155,14314.9648,61799.402,-516520.1886,-438036.6063,-454720.7866
1,0.00922,255000,2397.7806,14462.4359,61814.5741,-516073.9451,-437399.1545,-454259.37100000004
1,0.00922,256000,2418.6764,14446.7229,61972.7136,-516327.767,-437489.6541,-454355.0534
1,0.00922,257000,2382.7806,14361.0641,62147.294,-517052.0254,-438160.8867,-454904.7314
1,0.00922,258000,2371.7543,14518.1069,61814.7729,-517160.4304,-438455.79630000005,-455345.65750000003
1,0.00922,259000,2376.9982,14437.1188,62051.9071,-517056.9005,-438190.8764,-455004.9934
1,0.00922,260000,2341.2575,14360.8607,62009.2162,-517481.8108,-438770.4764,-455472.59459999995
1,0.00922,261000,2401.1902,14348.6439,61751.941,-516636.8674,-438135.0923,-454884.9264
1,0.00922,262000,2388.6063,14387.8953,62052.0357,-516535.5242,-437706.9869,-454483.4885
1,0.00922,263000,2385.3726,14321.6393,61804.3029,-516378.0272,-437866.7124,-454573.7243
1,0.00922,264000,2367.0724,14409.1689,62421.2882,-516996.8521,-437799.3226,-454575.5639
1,0.00922,265000,2394.7393,14376.1848,62108.9722,-516846.6028,-437966.7065,-454737.6306
1,0.00922,266000,2363.0635,14341.8119,62159.5067,-516811.4118,-437947.0297,-454651.9051
1,0.00922,267000,2376.8815,14442.7683,61751.7022,-516317.2003,-437745.8483,-454565.4981
1,0.00922,268000,2387.5514,14593.3314,61669.0071,-516169.8955,-437520.0056,-454500.8884
1,0.00922,269000,2364.6705,14414.9827,62023.2358,-516973.9197,-438171.0307,-454950.6839
1,0.00922,270000,2375.0095,14349.5722,62148.5854,-516652.4558,-437779.2887,-454503.8704
1,0.00922,271000,2404.4282,14456.4045,61858.7661,-516423.5936,-437703.9948,-454564.8275
1,0.00922,272000,2418.7846,14406.5152,61902.7704,-516431.1349,-437703.0647,-454528.3645
1,0.00922,273000,2354.5223,14426.4433,62176.7976,-516941.0316,-437983.2684,-454764.234
1,0.00922,274000,2354.2915,14367.2981,62577.8966,-517636.7434,-438337.2572,-455058.8468
1,0.00922,275000,2347.1699,14377.435,61987.6732,-516255.0489,-437542.7708,-454267.3757
1,0.00922,276000,2360.9844,14276.6611,61971.153,-517364.3054,-438755.50690000004,-455393.1524
1,0.00922,277000,2388.6208,14391.3023,62461.6763,-516517.1768,-437275.5774,-454055.5005
1,0.00922,278000,2340.0001,14343.145,62429.514,-516766.5331,-437653.874,-454337.0191
1,0.00922,279000,2346.2296,14414.0248,62375.0972,-517414.5912,-438279.23960000003,-455039.494
1,0.00922,280000,2398.4499,14427.2424,62076.2295,-515996.524,-437094.60219999996,-453920.29449999996
1,0.00922,281000,2374.4872,14350.7002,61805.2509,-516070.0817,-437539.6434,-454264.8308
