window,lambda,step,nb14,eel14,vdwaals,eelec,case1,case2
1,0.00922,35000,2389.8262,13974.1368,62548.0177,-516941.185,-438029.2043,-454393.1673
1,0.00922,36000,2354.4861,13872.0782,62561.5145,-516413.5812,-437625.5024,-453852.0667
1,0.00922,37000,2337.5219,13833.1832,61835.3037,-515551.1241,-437545.1153,-453715.8204
1,0.00922,38000,2360.7194,13858.5358,62191.2922,-516243.0116,-437832.46420000005,-454051.7194
1,0.00922,39000,2385.078,13813.2813,61585.7747,-514762.6657,-436978.5317,-453176.891
1,0.00922,40000,2338.0991,13845.7518,62313.5206,-516545.7222,-438048.3507,-454232.20160000003
1,0.00922,41000,2372.3122,13951.3533,62194.497,-516385.1722,-437867.00969999994,-454190.67519999994
1,0.00922,42000,2380.0389,13976.0587,61964.2988,-516204.1373,-437883.7409,-454239.8385
1,0.00922,43000,2357.7027,13939.6776,62111.2177,-516107.031,-437698.433,-453995.81330000004
1,0.00922,44000,2384.821,13944.9401,62281.6513,-515971.9269,-437360.51450000005,-453690.27560000005
1,0.00922,45000,2364.3384,13856.9277,62648.1169,-517049.4991,-438180.1161,-454401.3822
1,0.00922,46000,2380.5992,13875.8952,62316.1633,-516819.6993,-438247.0416,-454503.53599999996
1,0.00922,47000,2349.862,13898.0629,62501.2228,-516938.1253,-438188.9776,-454436.9025
1,0.00922,48000,2360.897,13994.266,61780.931,-516312.8265,-438176.73250000004,-454531.89550000004
1,0.00922,49000,2314.44,13826.7151,62617.1419,-517001.1869,-438242.88989999995,-454384.045
1,0.00922,50000,2379.615,13971.3466,62065.3527,-516640.7811,-438224.46680000005,-454575.42840000003
1,0.00922,51000,2395.4478,13942.4122,62134.288,-516550.5818,-438078.4338,-454416.2938
1,0.00922,52000,2341.3556,13860.2659,61274.2763,-515150.662,-437674.7642,-453876.3857
1,0.00922,53000,2331.5652,13906.9833,61973.5913,-515760.1142,-437547.9744,-453786.5229
1,0.00922,54000,2405.8747,13898.6225,61803.6362,-515685.8779,-437577.74450000003,-453882.2417
1,0.00922,55000,2356.0157,13970.4368,62090.631,-516342.3535,-437925.27,-454251.72250000003
1,0.00922,56000,2376.2726,13864.0714,62345.5171,-516543.6389,-437957.77780000004,-454198.1218
1,0.00922,57000,2341.5033,13938.5331,61959.938,-515742.9758,-437503.0014,-453783.0378
1,0.00922,58000,2372.6927,13865.7368,62839.5447,-517447.0923,-438369.1181,-454607.54760000005
1,0.00922,59000,2384.3458,13914.0775,62209.6067,-516344.6848,-437836.6548,-454135.0781
1,0.00922,60000,2370.6683,13889.8864,62135.2138,-516356.2222,-437960.4537,-454221.00840000005
1,0.00922,61000,2343.7608,13897.7239,61727.5673,-515861.4051,-437892.35309999995,-454133.8378
1,0.00922,62000,2362.3855,13838.2706,62322.6039,-516899.739,-438376.479,-454577.1351
1,0.00922,63000,2330.8938,14003.9629,61883.4514,-516441.8001,-438223.49199999997,-454558.3487
1,0.00922,64000,2344.9766,13857.6099,61947.3404,-516448.355,-438298.42809999996,-454501.0146
1,0.00922,65000,2331.5184,13845.764,62378.5842,-516769.7006,-438213.834,-454391.1164
1,0.00922,66000,2377.4138,13919.8104,61707.4511,-515324.5435,-437319.8682,-453617.0924
1,0.00922,67000,2349.3413,13881.3955,62042.8942,-515760.7558,-437487.1248,-453717.8616
1,0.00922,68000,2377.3174,14033.9005,61624.6376,-515939.0457,-437903.1902,-454314.4081
1,0.00922,69000,2353.5314,13889.1043,61514.8161,-515149.4468,-437391.995,-453634.6307
1,0.00922,70000,2363.108,13957.453,62331.2666,-516699.0419,-438047.2143,-454367.7753
1,0.00922,71000,2355.4667,13908.1075,62051.8194,-515941.1945,-437625.8009,-453889.3751
1,0.00922,72000,2307.6167,13907.6275,61430.8055,-515401.1944,-437755.14469999995,-453970.38889999996
1,0.00922,73000,2363.322,13952.6641,62379.3204,-516376.9712,-437681.6647,-453997.65080000006
1,0.00922,74000,2358.3479,13875.2493,61168.7812,-515287.7809,-437885.4025,-454118.99970000004
1,0.00922,75000,2386.6556,14029.6974,62166.0412,-516646.5565,-438064.1623,-454480.5153
1,0.00922,76000,2347.0258,13841.4956,62173.4909,-517205.1735,-438843.1612,-455031.6826
1,0.00922,77000,2354.4758,13958.9557,62036.9657,-516304.6109,-437954.2137,-454267.6452
1,0.00922,78000,2349.528,13912.5773,62021.3597,-516650.7849,-438367.3199,-454629.42520000006
1,0.00922,79000,2344.4158,13944.6689,62172.5989,-516224.6657,-437762.9821,-454052.06680000003
1,0.00922,80000,2327.1486,13908.2015,62386.3113,-516324.7756,-437703.1142,-453938.4643
1,0.00922,81000,2341.5058,13912.3557,61886.938,-516660.758,-438519.95849999995,-454773.81999999995
1,0.00922,82000,2363.4783,14003.4954,61760.3656,-515686.4924,-437559.1531,-453926.12679999997
1,0.00922,83000,2338.4357,14029.5117,62271.7074,-516535.4451,-437895.7903,-454263.7377
1,0.00922,84000,2324.2047,13949.7749,62042.4893,-516493.374,-438176.9051,-454450.8847
1,0.00922,85000,2342.6116,13962.0482,62088.2061,-516505.7501,-438112.8842,-454417.544
1,0.00922,86000,2351.894,13950.7917,61946.1717,-516192.1024,-437943.245,-454245.93069999997
1,0.00922,87000,2316.446,13981.2187,61861.2127,-515642.8217,-437483.9443,-453781.609
1,0.00922,88000,2342.6431,13948.4056,61905.9658,-515586.6786,-437389.6641,-453680.7128
1,0.00922,89000,2363.6438,13932.5561,61925.1913,-516878.6823,-438657.2911,-454953.491
1,0.00922,90000,2329.242,13878.1697,61893.4817,-515920.9817,-437820.0883,-454027.5
1,0.00922,91000,2362.4169,14075.678,62319.2579,-516760.0255,-438002.6727,-454440.7676
1,0.00922,92000,2405.9792,13977.0878,62312.8032,-516719.0523,-438023.1821,-454406.24909999996
1,0.00922,93000,2347.6235,13896.9968,62616.2348,-516803.8218,-437942.9667,-454187.587
1,0.00922,94000,2333.1353,13909.9538,61871.994,-515364.489,-437249.4059,-453492.495
1,0.00922,95000,2350.6338,13911.1633,61933.4992,-516567.4195,-438372.12320000003,-454633.9203
1,0.00922,96000,2357.8251,13903.675,61732.6431,-515440.2042,-437446.061,-453707.5611
1,0.00922,97000,2348.8262,14001.2532,61470.8492,-515740.8043,-437919.87570000003,-454269.9551
1,0.00922,98000,2381.3872,13995.5714,62149.1301,-516507.0456,-437980.9569,-454357.9155
1,0.00922,99000,2382.7426,13900.7847,61865.2766,-516047.6166,-437898.8127,-454182.34
1,0.00922,100000,2315.0852,13873.3964,62460.191,-517480.9847,-438832.3121,-455020.7937
1,0.00922,101000,2343.6934,13955.0388,62087.3859,-516197.4866,-437811.3685,-454110.1007
1,0.00922,102000,2377.6386,13891.5375,62523.6282,-516511.0177,-437718.2134,-453987.38950000005
1,0.00922,103000,2342.3085,13814.3712,62353.5435,-516704.8156,-438194.59239999996,-454351.27209999994
1,0.00922,104000,2369.2662,13955.304,61918.4863,-516702.2881,-438459.2316,-454783.8018
1,0.00922,105000,2362.8539,13915.536,62289.0759,-516359.9456,-437792.4798,-454070.8697
1,0.00922,106000,2359.4741,13854.2872,62031.1546,-516075.2675,-437830.3516,-454044.1129
1,0.00922,107000,2354.8405,13892.3361,61619.496,-516017.572,-438150.8994,-454398.076
1,0.00922,108000,2362.5983,13864.612,62362.3308,-516215.9173,-437626.37619999994,-453853.5865
1,0.00922,109000,2342.4999,13816.6232,61340.8026,-515307.0345,-437807.1088,-453966.2319
1,0.00922,110000,2348.3196,13928.6696,61896.5328,-515908.5071,-437734.9851,-454011.9743
1,0.00922,111000,2345.9276,13915.4759,61841.5733,-515709.2515,-437606.2747,-453867.6782
1,0.00922,112000,2344.4354,13929.133,62167.3955,-516437.2087,-437996.2448,-454269.81320000003
1,0.00922,113000,2348.6221,13853.2815,62390.1692,-517543.6121,-438951.53930000006,-455153.4429
1,0.00922,114000,2340.4637,13931.6602,62321.7899,-516714.3594,-438120.4456,-454392.5695
1,0.00922,115000,2321.1618,13902.692,62283.1684,-516435.5209,-437928.4987,-454152.3525
1,0.00922,116000,2336.6117,13896.3557,61782.9009,-515508.2359,-437492.3676,-453725.335
1,0.00922,117000,2379.3138,13949.498,62195.2713,-516863.3645,-438339.28140000004,-454668.0932
1,0.00922,118000,2346.5939,13849.4326,61833.9133,-516262.6278,-438232.688,-454428.7145
1,0.00922,119000,2371.1437,13968.546,62029.7632,-516304.75,-437935.29709999997,-454274.9868
1,0.00922,120000,2381.1226,13986.4231,61666.2135,-515935.0636,-437901.3044,-454268.8501
1,0.00922,121000,2364.5369,13889.6091,61915.9559,-516179.0426,-438008.9407,-454263.0867
1,0.00922,122000,2349.222,13867.2988,62402.3572,-516870.1282,-438251.2502,-454467.77099999995
1,0.00922,123000,2332.6328,13887.4565,61972.0028,-515829.7938,-437637.7017,-453857.79099999997
1,0.00922,124000,2356.3312,13875.7001,61771.3779,-515252.7415,-437249.3323,-453481.3636
1,0.00922,125000,2390.1827,13942.3198,62090.5613,-515806.8815,-437383.8177,-453716.3202
1,0.00922,126000,2345.9852,13853.9006,62050.2562,-516424.4971,-438174.3551,-454374.2409
1,0.00922,127000,2375.6699,13978.1942,62096.9048,-516420.6498,-437969.8809,-454323.745
1,0.00922,128000,2335.4307,13962.4674,62839.0648,-517120.8874,-437983.9245,-454281.8226
1,0.00922,129000,2366.6621,13934.0755,61995.1517,-516086.4896,-437790.60029999993,-454091.3379
1,0.00922,130000,2368.3315,13962.3314,61907.7369,-515638.1119,-437399.7121,-453730.375
1,0.00922,131000,2363.1171,13910.8758,61497.6475,-515604.3867,-437832.7463,-454106.73919999995
1,0.00922,132000,2350.2688,14010.1085,62310.5057,-516900.8871,-438230.0041,-454590.3814
1,0.00922,133000,2370.4339,13842.8416,62407.1734,-517177.7648,-438557.3159,-454770.59140000003
1,0.00922,134000,2339.798,13991.2384,62531.6344,-517092.3506,-438229.6798,-454560.7162
1,0.00922,135000,2363.0495,13926.874,61493.8071,-515915.3634,-438131.63279999996,-454421.5563
1,0.00922,136000,2391.3001,13922.0796,62160.3871,-516539.9685,-438066.20170000003,-454379.5814
1,0.00922,137000,2342.7299,13921.9894,62151.9019,-516747.1145,-438330.49330000003,-454595.2126
1,0.00922,138000,2358.0363,13955.5624,61894.252,-515962.2128,-437754.36209999997,-454067.9608
1,0.00922,139000,2416.2594,14059.6796,62015.6543,-515990.5198,-437498.9265,-453974.8655
1,0.00922,140000,2354.349,13980.9779,62306.6283,-517001.7396,-438359.7844,-454695.1113
1,0.00922,141000,2348.6742,13920.7853,61992.0771,-516836.0146,-438574.478,-454843.9375
1,0.00922,142000,2353.9709,13975.8384,62434.157,-516855.0629,-438091.09660000005,-454420.9059
1,0.00922,143000,2380.1484,13915.5959,61886.9655,-516387.5825,-438204.8727,-454500.617
1,0.00922,144000,2360.0855,13878.2665,61508.4283,-515971.9445,-438225.1642,-454463.51619999995
1,0.00922,145000,2324.0519,13908.4741,62564.2661,-516999.179,-438202.3869,-454434.9129
1,0.00922,146000,2364.2666,13843.3192,62510.6727,-516447.7227,-437729.4642,-453937.05
1,0.00922,147000,2351.1132,13880.6996,62036.4546,-516177.1791,-437908.9117,-454140.7245
1,0.00922,148000,2358.9185,13872.0499,61726.9391,-515259.1266,-437301.2191,-453532.1875
1,0.00922,149000,2345.2949,13856.5777,62343.5455,-516719.1143,-438173.6962,-454375.5688
1,0.00922,150000,2322.6868,13872.1972,62183.4861,-516425.9808,-438047.6107,-454242.49470000004
1,0.00922,151000,2354.5841,13794.4599,61960.1757,-515711.8267,-437602.60699999996,-453751.65099999995
1,0.00922,152000,2340.0541,13831.1778,61912.8129,-516163.8191,-438079.77430000005,-454251.0062
1,0.00922,153000,2367.6641,13960.9204,61989.1969,-516344.8523,-438027.07090000005,-454355.65540000005
1,0.00922,154000,2380.0419,13958.927,61894.8671,-516194.8729,-437961.0369,-454300.00580000004
1,0.00922,155000,2355.0156,13880.4582,62184.9533,-515769.9043,-437349.47719999996,-453584.951
1,0.00922,156000,2382.6641,13945.8772,61974.9172,-515935.7397,-437632.28119999997,-453960.82249999995
1,0.00922,157000,2359.7739,13868.6809,62074.2608,-516355.7478,-438053.0322,-454281.487
1,0.00922,158000,2352.2484,13912.1123,62725.7156,-517289.1702,-438299.0939,-454563.4546
1,0.00922,159000,2352.1322,13872.6807,62381.6315,-516677.7525,-438071.3081,-454296.121
1,0.00922,160000,2342.5269,13881.8767,61816.4648,-515966.2073,-437925.3389,-454149.7425
1,0.00922,161000,2360.9282,14015.205,62141.2774,-516313.0071,-437795.5965,-454171.72969999997
1,0.00922,162000,2379.553,13998.6558,61804.6322,-516204.267,-438021.426,-454399.6348
1,0.00922,163000,2346.0684,13822.1106,61505.8584,-515704.9943,-438030.9569,-454199.1359
1,0.00922,164000,2363.727,13880.4833,61656.6067,-515236.9289,-437336.1119,-453580.3222
1,0.00922,165000,2347.4605,13877.8851,61865.0003,-515888.7346,-437798.3887,-454023.7343
1,0.00922,166000,2338.5181,13842.5893,61590.4447,-515645.9357,-437874.38359999994,-454055.491
1,0.00922,167000,2374.014,13895.1815,61796.1644,-515597.0674,-437531.7075,-453800.903
1,0.00922,168000,2341.8932,14005.0413,61992.8659,-516265.4653,-437925.6649,-454272.5994
1,0.00922,169000,2368.9718,13949.2513,62178.1628,-516677.4596,-438181.0737,-454499.2968
1,0.00922,170000,2364.1991,13823.8041,62262.2026,-516406.2624,-437956.0566,-454144.0598
1,0.00922,171000,2387.1337,13906.2284,61479.3536,-515628.3672,-437855.6515,-454149.01359999995
1,0.00922,172000,2343.1459,13983.1386,62309.5229,-516342.7877,-437706.9803,-454033.2648
1,0.00922,173000,2339.2772,13892.5984,62572.1063,-517140.0049,-438336.023,-454567.8986
1,0.00922,174000,2358.946,13870.173,61962.5488,-516314.3046,-438122.6368,-454351.7558
1,0.00922,175000,2361.4413,13900.6743,61937.3192,-516126.4171,-437926.98230000003,-454189.09790000005
1,0.00922,176000,2353.4311,13956.6681,62135.9629,-516367.5235,-437921.46140000003,-454231.5606
1,0.00922,177000,2363.2687,13894.9781,62196.6875,-516448.6057,-437993.6714,-454251.9182
1,0.00922,178000,2348.1682,13952.2642,62077.112,-516611.1712,-438233.62679999997,-454534.05919999996
1,0.00922,179000,2360.1256,13886.9441,62464.3496,-516679.1841,-437967.7648,-454214.8345
1,0.00922,180000,2346.099,13837.576,62589.8551,-516856.0465,-438082.51639999996,-454266.1914
1,0.00922,181000,2364.0528,13926.0684,62586.029,-517282.5642,-438406.414,-454696.53520000004
1,0.00922,182000,2346.0424,13921.8792,62421.099,-516819.334,-438130.3134,-454398.235
1,0.00922,183000,2376.4804,13867.6643,62205.8472,-516319.107,-437869.11510000005,-454113.2598
1,0.00922,184000,2372.537,13984.3433,61811.3322,-515650.81,-437482.59750000003,-453839.4778
1,0.00922,185000,2325.9268,13944.6764,61651.2099,-515576.5326,-437654.7195,-453925.32269999996
1,0.00922,186000,2345.5307,14004.5449,62147.9663,-516037.2275,-437539.18559999997,-453889.26119999995
1,0.00922,187000,2352.2145,13864.9302,61760.7432,-515588.4503,-437610.56240000005,-453827.7071
1,0.00922,188000,2326.9906,13922.3372,62475.7605,-516665.4563,-437940.368,-454189.69580000004
1,0.00922,189000,2325.7568,13900.7892,62643.5888,-517446.8923,-438576.7575,-454803.30350000004
1,0.00922,190000,2359.5632,13961.4377,62296.3214,-516790.2067,-438172.8844,-454493.88529999997
1,0.00922,191000,2355.3048,13915.047,61994.572,-516297.4176,-438032.4938,-454302.8456
1,0.00922,192000,2363.4438,13979.5532,62107.4644,-516702.7273,-438252.2659,-454595.26290000003
1,0.00922,193000,2344.0743,13951.2472,62106.9284,-515663.7778,-437261.5279,-453556.8494
1,0.00922,194000,2339.0307,13882.821,62194.9549,-516596.3551,-438179.5485,-454401.4002
1,0.00922,195000,2370.5398,14004.2068,61831.5749,-516083.1211,-437876.79959999997,-454251.5462
1,0.00922,196000,2351.714,14084.8079,62293.6856,-516787.2596,-438057.0521,-454493.574
1,0.00922,197000,2343.0877,13885.8473,62232.6697,-516440.9535,-437979.34880000004,-454208.2838
1,0.00922,198000,2365.5797,13959.6926,62013.7379,-516498.1662,-438159.15599999996,-454484.42829999997
1,0.00922,199000,2347.6095,13879.3268,61771.6233,-515528.0495,-437529.48990000004,-453756.42620000005
1,0.00922,200000,2343.5848,13941.129,62726.1052,-516948.0972,-437937.2782,-454221.992
1,0.00922,201000,2335.8665,13967.6415,61821.7292,-516140.0263,-438014.78910000005,-454318.2971
1,0.00922,202000,2371.2197,13915.9642,62216.0437,-516444.4751,-437941.2475,-454228.4314
1,0.00922,203000,2346.9517,13891.5906,62668.2758,-517228.2631,-438321.44499999995,-454559.9873
1,0.00922,204000,2369.8373,13928.5811,61797.1173,-516075.9477,-437980.412,-454278.83040000004
1,0.00922,205000,2388.2685,13951.3692,62507.8366,-516796.5971,-437949.1228,-454288.76050000003
1,0.00922,206000,2323.7015,13910.7404,61989.5798,-516432.0677,-438208.04600000003,-454442.4879
1,0.00922,207000,2328.7578,13997.8684,61824.6353,-516701.6011,-438550.33960000006,-454876.9658
1,0.00922,208000,2310.9244,13969.9804,61786.1434,-515969.668,-437902.6198,-454183.5246
1,0.00922,209000,2352.9227,13954.4164,61746.8156,-516044.5448,-437990.39009999996,-454297.72919999994
1,0.00922,210000,2342.6313,13959.7742,62194.7117,-516991.531,-438494.4138,-454796.81930000003
1,0.00922,211000,2353.1747,13927.7224,62354.612,-517210.3624,-438574.85329999996,-454855.75039999996
1,0.00922,212000,2344.4583,13812.9239,61806.4343,-515630.1441,-437666.32759999996,-453823.70979999995
1,0.00922,213000,2325.3083,13949.8332,61589.6492,-515808.2454,-437943.4547,-454218.5962
1,0.00922,214000,2346.595,14010.632,62416.8863,-517066.0826,-438291.9693,-454649.1963
1,0.00922,215000,2339.0704,13942.924,62779.4353,-516986.1194,-437924.68970000005,-454206.6841
1,0.00922,216000,2352.0215,13898.3441,62117.9373,-516955.4863,-438587.1834,-454837.549
1,0.00922,217000,2356.288,14008.5526,61907.1336,-516596.3307,-438324.3565,-454689.1971
1,0.00922,218000,2342.9819,13929.8,62521.6654,-516889.4311,-438094.9838,-454367.7657
1,0.00922,219000,2362.9932,14005.0954,62204.4451,-516636.3793,-438063.8456,-454431.93419999996
1,0.00922,220000,2340.5361,13827.1314,62548.0196,-516758.0807,-438042.3936,-454210.0611
1,0.00922,221000,2349.8589,13977.8647,61795.8774,-515873.1091,-437749.5081,-454077.2317
1,0.00922,222000,2361.2743,13930.067,62227.6734,-516569.554,-438050.5393,-454341.88060000003
1,0.00922,223000,2372.9034,13934.1286,62147.846,-516232.6258,-437777.7478,-454084.77979999996
1,0.00922,224000,2349.7385,13942.2802,61917.1481,-515860.3433,-437651.1765,-453943.1952
1,0.00922,225000,2343.0693,13863.4803,62148.2284,-516135.0868,-437780.3088,-453986.85839999997
1,0.00922,226000,2371.7413,14064.949,61878.4426,-516070.451,-437755.31810000003,-454192.0084
1,0.00922,227000,2315.9966,14021.053,62231.8229,-516311.7983,-437742.9258,-454079.9754
1,0.00922,228000,2353.1654,13891.1367,61929.2795,-515952.9037,-437779.32210000005,-454023.6242
1,0.00922,229000,2376.5239,14025.8237,62581.3552,-517015.0983,-438031.3955,-454433.7431
1,0.00922,230000,2344.8469,13973.0099,62353.3827,-516957.1879,-438285.9484,-454603.8052
1,0.00922,231000,2357.8531,14035.7982,62417.6546,-517083.3038,-438271.99789999996,-454665.6492
1,0.00922,232000,2348.8643,13992.2936,62582.0118,-517079.6722,-438156.50249999994,-454497.6604
1,0.00922,233000,2383.0325,13921.9716,62151.4871,-516595.5341,-438139.0429,-454444.047
1,0.00922,234000,2338.1367,13955.248,62150.2385,-516514.6762,-438071.05299999996,-454364.4377
1,0.00922,235000,2346.7965,13989.3482,62064.5394,-516974.0473,-438573.36319999996,-454909.50789999997
1,0.00922,236000,2376.6633,13909.7772,62373.3688,-516060.8121,-437401.0028,-453687.4433
1,0.00922,237000,2381.8368,14078.332,61626.6844,-515912.6783,-437825.8251,-454285.9939
1,0.00922,238000,2353.698,13887.9575,62270.5844,-516502.0118,-437989.7719,-454231.4274
1,0.00922,239000,2369.6204,13903.4508,62059.0663,-516139.0078,-437806.8703,-454079.9415
1,0.00922,240000,2333.1931,13876.4364,61718.9654,-516023.7766,-438095.18169999996,-454304.8112
1,0.00922,241000,2345.4292,13861.1382,62430.694,-516317.0563,-437679.7949,-453886.3623
1,0.00922,242000,2339.4294,13937.2,62566.3164,-516829.5028,-437986.55700000003,-454263.1864
1,0.00922,243000,2354.3763,13890.5239,61742.4764,-515658.5255,-437671.1489,-453916.0491
1,0.00922,244000,2416.3859,13909.118,61641.0878,-515333.7385,-437367.1468,-453692.6507
1,0.00922,245000,2354.936,13893.7413,61656.9776,-515735.1999,-437829.54500000004,-454078.2223
1,0.00922,246000,2351.2801,13921.361,62017.0983,-516718.8419,-438429.10250000004,-454701.7436
1,0.00922,247000,2329.6209,13845.393,62227.3988,-516291.8102,-437889.3975,-454064.4114
1,0.00922,248000,2372.7744,14012.0824,62020.6716,-516213.2785,-437807.7501,-454192.6069
1,0.00922,249000,2340.0711,13901.1697,62362.0581,-517442.0204,-438838.7215,-455079.96229999996
1,0.00922,250000,2363.1002,13969.7201,62064.9104,-516095.2727,-437697.54199999996,-454030.3623
1,0.00922,251000,2388.2018,13900.6384,61959.7086,-516340.6582,-438092.1094,-454380.9496
1,0.00922,252000,2347.2318,13913.3799,61736.0374,-515647.6891,-437651.04000000004,-453911.65170000005
1,0.00922,253000,2353.2528,13896.1354,62389.0015,-516123.7781,-437485.3884,-453734.7766
1,0.00922,254000,2349.5188,13967.5147,62221.462,-516938.9196,-438400.4241,-454717.4576
1,0.00922,255000,2356.9047,13854.3647,61720.871,-515591.1949,-437659.05449999997,-453870.3239
1,0.00922,256000,2346.0928,13944.7721,61735.0387,-515518.2799,-437492.3763,-453783.24120000005
1,0.00922,257000,2340.6798,13892.6971,61503.4857,-515776.4555,-438039.5929,-454272.96979999996
1,0.00922,258000,2365.8377,13902.3338,61611.6655,-515705.4019,-437825.5649,-454093.7364
1,0.00922,259000,2359.0088,13977.5911,62375.095,-516668.8903,-437957.1954,-454293.7953
1,0.00922,260000,2306.6144,13961.0404,62489.6897,-516892.256,-438134.9115,-454402.5663
1,0.00922,261000,2366.5063,13923.2955,62218.8386,-516846.0078,-438337.3674,-454627.1692
1,0.00922,262000,2348.9039,14011.3885,62211.8223,-516594.7706,-438022.6559,-454382.9483
1,0.00922,263000,2368.8534,13941.1643,62033.3842,-516001.8945,-437658.4926,-453968.51029999997
1,0.00922,264000,2362.5212,13904.8446,62164.3233,-516561.8879,-438130.1988,-454397.5646
1,0.00922,265000,2340.5879,13875.2486,61837.1308,-516598.9622,-438545.9949,-454761.8314
1,0.00922,266000,2367.2617,13919.3425,62560.5465,-516745.9205,-437898.7698,-454185.374
1,0.00922,267000,2373.8789,13966.9668,62419.9105,-516294.6643,-437533.9081,-453874.7538
1,0.00922,268000,2365.6298,13904.3763,61916.3119,-516350.4558,-438164.1378,-454434.1439
1,0.00922,269000,2367.8734,13954.2692,62121.401,-516777.0728,-438333.5292,-454655.6718
1,0.00922,270000,2361.8615,13988.9519,62233.0382,-516620.374,-438036.5224,-454387.3358
1,0.00922,271000,2352.7668,13977.8561,61813.353,-516263.079,-438119.1031,-454449.726
1,0.00922,272000,2393.4206,13989.446,62180.6618,-516691.6711,-438128.14269999997,-454511.0093
1,0.00922,273000,2390.8486,13986.9695,61531.3533,-515530.0392,-437620.8678,-453998.6859
1,0.00922,274000,2358.0663,13929.1349,61889.3088,-515705.5724,-437529.0624,-453816.2636
1,0.00922,275000,2361.774,14015.5404,62286.5086,-516324.6866,-437660.86360000004,-454038.178
1,0.00922,276000,2364.7399,13936.5472,62164.3787,-515709.3609,-437243.6951,-453544.9822
1,0.00922,277000,2374.4807,13901.2131,61907.4862,-515273.3392,-437090.1592,-453365.853
1,0.00922,278000,2338.0263,13966.0841,61778.1208,-515657.4762,-437575.245,-453879.3554
1,0.00922,279000,2388.1037,13903.5816,61898.1182,-516252.718,-438062.9145,-454354.59979999997
1,0.00922,280000,2358.4934,13863.2502,62383.4794,-516277.2355,-437672.0125,-453893.7561
1,0.00922,281000,2344.446,13793.3216,61678.1454,-515576.6968,-437760.7838,-453898.5514
